1参数位置和名称,2分类1,3分类2,4参数中文名称,5参数释义,6功能分类1,7功能分类2,8功能说明
/gaussian_mapping_v5/MAPPING/TRAJECTORY_BUILDER_2D/topview_options/max_z,,,扫图模式下，顶视特征提取的最高高度的阈值,提取max_z高度以下的顶视特征,扫图/定位/初步化,,
/gaussian_mapping_v5/MAPPING/TRAJECTORY_BUILDER_2D/topview_options/min_z,,,扫图模式下，顶视特征提取的最低高度的阈值,提取min_z高度以上的顶视特征,扫图/定位/初步化,,
/strategy/console/is_generate_task_and_autocover,,,是否开启扫图生成任务和自动覆盖路径,是否开启扫图生成任务和自动覆盖路径,扫图/定位/初步化,,
/strategy/localization/latent_obstacle/rgbd_topics/one_frame_obstacle,,,NUll,,扫图/定位/初步化,,
/strategy/localization/latent_obstacle/rgbd_topics/pointcloud1,,,NUll,,扫图/定位/初步化,,
/strategy/localization/latent_obstacle/rgbd_topics/pointcloud3,,,NUll,,扫图/定位/初步化,,
/strategy/localization/latent_obstacle/rgbd_topics/pointcloud4,,,NUll,,扫图/定位/初步化,,
/device/scrubber/enable_head_cover_detection,,,使能头盖检测功能,,设备检测,头盖在位检测,
/device/scrubber/enable_seat_switch,Device,scrubber,使能踏板检测功能,"true:检测踏板抬起放下； 
false:检测踏板抬起放下；",设备检测,踏板在位检测,
/device/scrubber/pure_water_tank,,,纯水箱在位,设备是否具有纯水箱,设备检测,是否存在存水箱,
/device/scrubber/enable_get_device_limits,,,设备自检功能开关,"1. 调整原始负压数据检查部分，当负压值异常时，需要继续在吸尘任务模式下监测吸风电机转速的情况；
2. 负压堵塞检测和吸风电机转速检测各自独立，在吸尘模式下两种数据都需要持续监测，异常时告警均需发布；
3. 告警发布和清除部分：
 a. 感知主要维护10184和10185的告警，由checker根据高级参数 /device/scrubber/enable_fnl_influence_task 进行转换（默认false）（false表示H1告警，true表示H4告警）
 b. 告警清除也以10184和10185告警为准；",设备检测,设备自检功能,https://gaussian.yuque.com/od6ghz/no74yv/xgyzeu55lp2p56tb?singleDoc# 《S-滚刷在位检测》 关闭：任务自检时，不会检测尘盒、HEPA等是否在位； 打开：
/strategy/console/check_device_time,Console,network,设备检测时间,原/strategy/console/check_device_time 拆分为三个：分别控制上位机 清水，污水，电量的过滤时间,设备检测,设备状态检测,
/strategy/console/clean_water_empty_filter_time,,,清水箱水空过滤时间,清水箱达到0%且持续/clean_water_empty_filter_time后，报纸清水箱空；,设备检测,设备状态检测,
/strategy/console/dirty_water_full_filter_time,,,污水箱水满过滤时间,污水箱达到100%且持续dirty_water_full_filter_time后，报纸清水箱空；,设备检测,设备状态检测,
/device/scrubber/enable_device_limit,Device,scrubber,使能设备限制功能,设备限制开关,设备检测,设备工作限制,功能说明：设备之间工作之间做了限制，例如：刷盘未放下，刷盘不转；
/device/scrubber/enable_detect_side_brush_installation,,,边刷在位检测功能开关,,设备检测,边刷在位检测,
/strategy/device_controller/always_cleaning_program,Device_controller,,全开模式功能开关,全开模式,设备控制,全开模式,"打开：整个任务中间清洁设备都处于工作状态；（但是遇到减速带等禁止清洁区域会触发提前停洗功能）
关闭："
/device/scrubber/enable_device_new_act_within_task,,,避障抬设备功能开关,打开：机器人避障过程中会抬起刷盘；,设备控制,避障抬设备,"上线版本：
下线版本：
功能描述："
/device/scrubber/op_device_path_distance_within_task,,,任务内非清洁路径导航的路径判断长度值,,设备控制,避障抬设备,"上线版本：
下线版本：
功能描述："
/device/scrubber/delay_suction_off_time_during_tasks,,,子任务间吸风延迟与吸水扒关的时间,,设备控制,,
/device/scrubber/change_brush_spin_level_stable_time,,,速度达到对应区间2S才切换刷盘转速,,设备控制 -刷盘电机,刷盘转速与运行速度适配,上线版本： 下线版本： 功能描述：当参数brush_spin_level_and_speed_fitting打开时， 机器人不同的速度（brush_spin_level_fit_vel），会将刷盘转速降到所设置的 转速*brush_spin_level_ratio； 功能说明：https://gaussian.yuque.com/od6ghz/no74yv/drnpk9?singleDoc# 《75 刷盘/水量和线速度关系更新》
/device/scrubber/side_brush_spin_level_setting,,,边刷转速等级设置,边刷旋转等级设置,设备控制-边刷电机,边刷转速等级,
/device/scrubber/enable_side_brush_motor,,,边刷电机开关,使能边刷电机,设备控制-边刷电机,,
/device/scrubber/left_side_brush_reverse,,,左边刷电机旋转方向反转,,设备控制-边刷电机,,
/device/scrubber/side_brush_down_full_time,,,NUll,,设备控制-边刷升降电机,,
/device/scrubber/side_brush_lift_motor_overload_current_threshold,,,边刷升降电机过流保护阈值 单位ｍA,,设备控制-边刷升降电机,,
/device/scrubber/side_brush_lift_motor_overload_time_threshold,,,边刷升降电机过流保护运行时间阈值 单位ms,,设备控制-边刷升降电机,,
/device/scrubber/side_brush_position_level_setting,,,边刷高度等级设置,边刷高度等级设置,设备控制-边刷升降电机,,
/device/scrubber/enable_dust_push,,,尘推开关,使能尘推,设备控制-尘推,使能滚动尘推,
/device/scrubber/dust_push_clean_max_idle_duration,,,尘推自洁空闲时间,尘推自洁空闲时间,设备控制-尘推,设备控制-尘推自洁,
/device/scrubber/dust_push_clean_max_work_duration,,,尘推自洁工作时间,尘推自洁工作时间,设备控制-尘推,设备控制-尘推自洁,
/device/scrubber/dust_push_clean_spin_level_setting,,,尘推自洁旋转等级设置,尘推自洁旋转等级设置,设备控制-尘推,设备控制-尘推自洁,
/device/scrubber/dust_push_liquid_reverse_duration,,,尘推加液间隔时间,尘推加液间隔时间,设备控制-尘推,设备控制-尘推加液,
/device/scrubber/dust_push_liquid_supply_duration,,,尘推加液时间,尘推加液时间,设备控制-尘推,设备控制-尘推加液,
/device/scrubber/dust_push_liquid_volume,,,尘推液量,尘推液量,设备控制-尘推,设备控制-尘推加液,
/device/scrubber/dust_push_spin_level_setting,,,尘推转速等级设置,尘推转速等级设置,设备控制-尘推,设备控制-尘推,
/device/scrubber/crash_door_open_time,,,防撞门打开间隔时间,防撞门打开Ts后，再关闭防撞门，立即触发检测。,设备控制-滚刷,滚刷在位检测,https://gaussian.yuque.com/od6ghz/no74yv/xgyzeu55lp2p56tb?singleDoc# 《S-滚刷在位检测》
/device/scrubber/cloth_brush_pressure_level_setting,,,布刷压力等级设置,,设备控制-滚刷,滚刷/盘刷,
/device/scrubber/full_hair_brush_pressure_level_setting,,,全毛刷压力等级设置,,设备控制-滚刷,滚刷/盘刷,
/device/scrubber/v_shape_brush_current_level_setting,,,"滚刷高度自调节, v型刷目标电流",,设备控制-滚刷,滚刷/盘刷,
/device/scrubber/v_shape_brush_pressure_level_setting,,,v型刷压力等级设置,,设备控制-滚刷,滚刷/盘刷,
/device/scrubber/cloth_brush_usage_alert,,,布刷使用寿命,布刷使用寿命,设备控制-滚刷,,
/device/scrubber/brush_spin_level_and_speed_fitting,,,"true: 使用新刷盘和线速度关系
false: 使用老刷盘和线速度关系",,设备控制-滚刷电机,刷盘转速与运行速度适配,"上线版本：
下线版本：
功能描述：当参数brush_spin_level_and_speed_fitting打开时，
机器人不同的速度（brush_spin_level_fit_vel），会将刷盘转速降到所设置的 转速*brush_spin_level_ratio；
功能说明：https://gaussian.yuque.com/od6ghz/no74yv/drnpk9?singleDoc# 《75 刷盘/水量和线速度关系更新》"
/device/scrubber/brush_spin_level_fit_vel,,,"清洁速度分段 ""0,0.15,0.4,0.8""",,设备控制-滚刷电机,刷盘转速与运行速度适配,"上线版本：
下线版本：
功能描述：当参数brush_spin_level_and_speed_fitting打开时，
机器人不同的速度（brush_spin_level_fit_vel），会将刷盘转速降到所设置的 转速*brush_spin_level_ratio；
功能说明：https://gaussian.yuque.com/od6ghz/no74yv/drnpk9?singleDoc# 《75 刷盘/水量和线速度关系更新》"
/device/scrubber/after_brush_pwm_during_drain,,,甩干时的后滚刷占空比,,设备控制-滚刷电机,设备控制-甩干（滚刷自洁）,
/device/scrubber/dry_spin_speed_brush_after,,,甩水时后滚刷转速值,甩水时后滚刷转速值,设备控制-滚刷电机,设备控制-甩干（滚刷自洁）,
/device/scrubber/dry_spin_speed_brush_front,,,甩水时前滚刷转速值,甩水时前滚刷转速值,设备控制-滚刷电机,设备控制-甩干（滚刷自洁）,
/device/scrubber/fan_pwm_during_drain,,,甩干时的吸风占空比,,设备控制-滚刷电机,设备控制-甩干（滚刷自洁）,
/device/scrubber/front_brush_pwm_during_drain,,,甩干时的前滚刷占空比,,设备控制-滚刷电机,设备控制-甩干（滚刷自洁）,
/device/scrubber/rolling_brush_self_cleaning_increased_level,,,滚刷自洁转速附加值,滚刷自洁 前滚刷增加转速x%,设备控制-滚刷电机,设备控制-甩干（滚刷自洁）,
/device/scrubber/rolling_brush_spin_dry_time,,,滚刷甩干时间,滚刷甩干时间,设备控制-滚刷电机,设备控制-甩干（滚刷自洁）,
/device/scrubber/rolling_brush_after_type,,,"后滚刷类型：0：V型刷, 1：布刷, 2：全毛刷",,设备控制-滚刷电机,设备控制-滚刷类型,
/device/scrubber/enable_brush_position_self_adjust,,,滚刷/盘刷自调节功能开关,,设备控制-滚刷电机,设备控制-滚刷高度自适应,
/device/scrubber/rear_rolling_brush_max_current,,,滚刷高度自调节时 后滚刷最大电流阈值,,设备控制-滚刷电机,设备控制-滚刷高度自适应,
/device/scrubber/rolling_brush_front_type,,,"前滚刷类型：0：V型刷, 1：布刷, 2：全毛刷",,设备控制-滚刷电机,设备控制-滚刷高度自适应,
/device/scrubber/rolling_brush_max_position,,,"滚刷高度自调节时, 滚刷最大行程值",,设备控制-滚刷电机,设备控制-滚刷高度自适应,
/device/scrubber/rolling_brush_min_current,,,滚刷高度自调节时 滚刷最小电流阈值,,设备控制-滚刷电机,设备控制-滚刷高度自适应,
/device/scrubber/rolling_brush_min_position,,,"滚刷高度自调节时, 滚刷最小行程值",,设备控制-滚刷电机,设备控制-滚刷高度自适应,
/device/scrubber/rolling_brush_position_self_adjust_time,,,滚刷高度自适应时间,,设备控制-滚刷电机,设备控制-滚刷高度自适应,
/device/scrubber/rolling_brush_self_adjust_target_position,,,滚刷高度自调节时 初始调节高度,,设备控制-滚刷电机,设备控制-滚刷高度自适应,
/device/scrubber/spin_level_adjusting_brush_position,,,盘刷高度自调节时盘刷转速,,设备控制-滚刷电机,设备控制-滚刷高度自适应,
/device/scrubber/spin_level_adjusting_brush_position_hybrid,,,滚刷高度自调节时滚刷转速-混合驱控版,,设备控制-滚刷电机,设备控制-滚刷高度自适应,
/device/scrubber/spin_level_adjusting_brush_position_not_hybrid,,,滚刷高度自调节时滚刷转速-非混合驱控版,,设备控制-滚刷电机,设备控制-滚刷高度自适应,
/device/scrubber/target_current_tolerance,,,"滚刷高度自调节时, 滚刷电流宽容度",,设备控制-滚刷电机,设备控制-滚刷高度自适应,
/device/scrubber/enable_spin_dry_water,,,滚刷甩干功能开关,,设备控制-滚刷电机,滚刷刷干,
/device/scrubber/enable_read_rfid,,,rfid检测开关,,设备控制-滚刷电机,滚刷类型检测,功能描述：https://gaussian.yuque.com/od6ghz/no74yv/ec807m?singleDoc# 《S线-滚刷类型、寿命、在位检测需求》
/device/scrubber/enable_rolling_brush_self_adaption,,,滚刷自适应开关,使能滚刷自适应,设备控制-滚刷电机,滚刷高度自适应,功能说明：https://gaussian.yuque.com/vhfwq2/ght2yy/upccut?
/device/scrubber/enable_brush_high_current_inspect,,,滚刷缠绕检测开关,使能滚刷缠绕检测,设备控制-滚刷电机,滚刷防缠绕功能,
/device/scrubber/auxiliary_brush_type,,,副刷类型,（0无，1滚刷）,设备控制-滚刷电机,,
/device/scrubber/brush_electric_signal_continued_duration,,,滚刷电流触发的滤波时间单位ms,,设备控制-滚刷电机,,
/device/scrubber/brush_electric_signal_deviation_ratio,,,NUll,,设备控制-滚刷电机,,
/device/scrubber/double_rolling_brush_type,,,双滚刷类型,"双滚刷类型 0: 双滚刷, 1: 滚刷 + 布刷",设备控制-滚刷电机,,
/device/scrubber/front_rolling_brush_reverse,,,旋转方向反转,,设备控制-滚刷电机,,
/device/scrubber/keep_rotating_brush_time,,,NUll,,设备控制-滚刷电机,,
/device/scrubber/read_rfid_time,,,读取RFID时间,,设备控制-滚刷电机,,
/device/scrubber/rear_rolling_brush_reverse,,,旋转方向反转,,设备控制-滚刷电机,,
/device/scrubber/roller_brush_low_current_inspect_continued_duration,,,滚刷低电流持续时间,滚刷低电流持续检测时间,设备控制-滚刷电机,,
/device/scrubber/roller_brush_low_current_threshold,,,滚刷低电流阈值,滚刷低电流阈值,设备控制-滚刷电机,,
/device/scrubber/rolling_brush_after_spin_level_setting,,,后滚刷转速等级设置,后滚刷转速等级设置,设备控制-滚刷电机,,
/device/scrubber/rolling_brush_clean_max_idle_duration,,,滚刷自洁空闲时间,滚刷自洁空闲时间,设备控制-滚刷电机,,
/device/scrubber/rolling_brush_clean_max_work_duration,,,滚刷自洁工作时间,滚刷自洁工作时间,设备控制-滚刷电机,,
/device/scrubber/rolling_brush_front_spin_level_setting,,,前滚刷转速等级设置,前滚刷转速等级设置,设备控制-滚刷电机,,
